"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"JPN","Japan","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2017-Q1","Q1-2017","PC_PNT","Percentage points","0","Units",,,0.3,,
"JPN","Japan","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2017-Q2","Q2-2017","PC_PNT","Percentage points","0","Units",,,0.4,,
"JPN","Japan","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2017-Q3","Q3-2017","PC_PNT","Percentage points","0","Units",,,-0.4,,
"JPN","Japan","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2017-Q4","Q4-2017","PC_PNT","Percentage points","0","Units",,,0.2,,
"JPN","Japan","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2018-Q1","Q1-2018","PC_PNT","Percentage points","0","Units",,,0,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,1.056046,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,0.811081,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,1.150607,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,0.031939,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,0.562131,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,0.348337,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,0.2157,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,0.270183,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,0.225253,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,3.169121,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,3.145466,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,3.108574,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,3.080794,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,2.576982,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,2.106133,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,1.162394,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,1.403331,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,1.063635,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2016-Q1","Q1-2016","PC_PNT","Percentage points","0","Units",,,0.7,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2016-Q2","Q2-2016","PC_PNT","Percentage points","0","Units",,,0.5,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2016-Q3","Q3-2016","PC_PNT","Percentage points","0","Units",,,0.8,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2016-Q4","Q4-2016","PC_PNT","Percentage points","0","Units",,,0,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2017-Q1","Q1-2017","PC_PNT","Percentage points","0","Units",,,0.4,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2017-Q2","Q2-2017","PC_PNT","Percentage points","0","Units",,,0.2,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2017-Q3","Q3-2017","PC_PNT","Percentage points","0","Units",,,0.2,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2017-Q4","Q4-2017","PC_PNT","Percentage points","0","Units",,,0.2,,
"GBR","United Kingdom","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2018-Q1","Q1-2018","PC_PNT","Percentage points","0","Units",,,0.2,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,0.450609,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,0.937654,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,0.696584,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,0.723199,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,0.477862,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,0.80726,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,0.536727,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,0.99568,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,0.214487,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,2.559495,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,2.759017,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,2.77349,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,2.83715,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,2.86505,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,2.732167,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,2.569078,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,2.846553,,
"USA","United States","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,2.576969,,
"USA","United States","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2016-Q1","Q1-2016","PC_PNT","Percentage points","0","Units",,,0.3075,,
"USA","United States","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2016-Q2","Q2-2016","PC_PNT","Percentage points","0","Units",,,0.6425,,
"USA","United States","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2016-Q3","Q3-2016","PC_PNT","Percentage points","0","Units",,,0.48,,
"USA","United States","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2016-Q4","Q4-2016","PC_PNT","Percentage points","0","Units",,,0.4975,,
"USA","United States","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2017-Q1","Q1-2017","PC_PNT","Percentage points","0","Units",,,0.33,,
"USA","United States","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2017-Q2","Q2-2017","PC_PNT","Percentage points","0","Units",,,0.56,,
"USA","United States","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2017-Q3","Q3-2017","PC_PNT","Percentage points","0","Units",,,0.3725,,
"USA","United States","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2017-Q4","Q4-2017","PC_PNT","Percentage points","0","Units",,,0.6875,,
"USA","United States","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2018-Q1","Q1-2018","PC_PNT","Percentage points","0","Units",,,0.15,,
"IND","India","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,3.755939,,
"IND","India","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,0.649149,,
"IND","India","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,1.740873,,
"IND","India","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,2.237278,,
"IND","India","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,0.302242,,
"IND","India","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,2.35499,,
"IND","India","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,1.615831,,
"IND","India","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,1.4244,,
"IND","India","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,1.419185,,
"IND","India","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,7.93854,,
"IND","India","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,8.28035,,
"IND","India","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,7.253724,,
"IND","India","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,8.624504,,
"IND","India","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,5.008748,,
"IND","India","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,6.788478,,
"IND","India","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,6.657232,,
"IND","India","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,5.809212,,
"IND","India","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,6.987479,,
"RUS","Russia","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,-2.062322,"E","Estimated value"
"RUS","Russia","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,-0.554926,"E","Estimated value"
"RUS","Russia","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,0.393957,"E","Estimated value"
"RUS","Russia","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,1.118399,"E","Estimated value"
"RUS","Russia","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,-7.506887,"E","Estimated value"
"RUS","Russia","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,-4.62937,"E","Estimated value"
"RUS","Russia","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,-3.551956,"E","Estimated value"
"RUS","Russia","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,-1.128565,"E","Estimated value"
"JPN","Japan","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,1.226846,,
"JPN","Japan","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,-1.234929,,
"JPN","Japan","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,0.457767,,
"JPN","Japan","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,-0.185823,,
"JPN","Japan","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,0.262604,,
"JPN","Japan","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,0.410989,,
"JPN","Japan","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,0.053559,,
"JPN","Japan","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,0.053155,,
"JPN","Japan","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,0.109445,,
"JPN","Japan","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,2.484266,,
"JPN","Japan","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,1.21312,,
"JPN","Japan","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,1.305012,,
"JPN","Japan","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,0.247797,,
"JPN","Japan","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,-0.707119,,
"JPN","Japan","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,0.947595,,
"JPN","Japan","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,0.541416,,
"JPN","Japan","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,0.782135,,
"JPN","Japan","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,0.628183,,
"JPN","Japan","P3S13","General government final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2016-Q1","Q1-2016","PC_PNT","Percentage points","0","Units",,,0.2,,
"JPN","Japan","P3S13","General government final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2016-Q2","Q2-2016","PC_PNT","Percentage points","0","Units",,,-0.2,,
"JPN","Japan","P3S13","General government final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2016-Q3","Q3-2016","PC_PNT","Percentage points","0","Units",,,0.1,,
"JPN","Japan","P3S13","General government final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2016-Q4","Q4-2016","PC_PNT","Percentage points","0","Units",,,0,,
"JPN","Japan","P3S13","General government final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2017-Q1","Q1-2017","PC_PNT","Percentage points","0","Units",,,0.1,,
"JPN","Japan","P3S13","General government final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2017-Q2","Q2-2017","PC_PNT","Percentage points","0","Units",,,0.1,,
"JPN","Japan","P3S13","General government final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2017-Q3","Q3-2017","PC_PNT","Percentage points","0","Units",,,0,,
"JPN","Japan","P3S13","General government final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2017-Q4","Q4-2017","PC_PNT","Percentage points","0","Units",,,0,,
"JPN","Japan","P3S13","General government final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2018-Q1","Q1-2018","PC_PNT","Percentage points","0","Units",,,0,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,0.413462,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,-0.092347,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,0.009787,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,0.038057,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,-0.544547,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,0.489607,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,-0.137031,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,0.413835,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,0.380678,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,1.749925,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,0.731726,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,0.176459,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,0.368734,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,-0.588849,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,-0.009787,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,-0.156576,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,0.218471,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,1.150795,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2016-Q1","Q1-2016","PC_PNT","Percentage points","0","Units",,,0.1,,
